Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDW58,OUT049,1092.1986976844125
FDW14,OUT017,1254.287292233805
NCN55,OUT010,1108.8259992315373
FDQ58,OUT017,2225.9062308415637
FDY38,OUT027,5527.23917968758
FDH56,OUT046,1786.3175115997199
FDL48,OUT018,786.7543659137305
FDC48,OUT027,1738.9002011714329
FDN33,OUT045,1432.898964541195
FDA36,OUT017,2543.4086144222138
FDT44,OUT017,1746.9115044852306
FDQ56,OUT045,1115.807676285916
NCC54,OUT019,756.3746724400447
FDU11,OUT049,1906.9821664997264
DRL59,OUT013,811.3798672686696
FDM24,OUT049,2582.852946191357
FDI57,OUT045,3511.728051081869
DRC12,OUT018,3266.444254002213
NCM42,OUT027,2627.0405720937924
FDA46,OUT010,455.39822835802795
FDA31,OUT013,2289.0111962707538
NCJ31,OUT035,3483.1686035002513
FDG52,OUT046,827.2083740725631
NCL19,OUT019,311.5116833300744
FDS10,OUT035,2803.975783615779
FDX22,OUT010,1054.747241714622
NCF19,OUT035,807.2241308724373
NCE06,OUT046,2597.409994080457
DRC27,OUT046,3546.7267288198177
FDE21,OUT035,2019.886142551684
NCR42,OUT019,-244.65542092273597
FDX51,OUT018,2640.0722039387383
NCR06,OUT018,598.5333532993635
FDU31,OUT027,5533.338038778886
FDU59,OUT017,2221.7943476776973
FDR03,OUT027,5335.530187870951
FDS49,OUT027,2175.1075150272304
FDD48,OUT010,298.73297331187285
NCF18,OUT017,2906.074549831779
NCD43,OUT027,2072.307917831833
NCD54,OUT018,1978.8041889618808
FDY19,OUT010,275.2160570594793
NCY54,OUT017,2400.237458039947
NCL19,OUT018,2006.1307869181528
FDP23,OUT010,244.88206719261487
FDC26,OUT013,1830.6438501756707
FDR14,OUT010,201.58723109075564
NCS41,OUT035,3110.7365914135244
FDF41,OUT035,4161.562278921624
FDU34,OUT046,1868.9614269899807
DRH11,OUT046,1008.782498420255
FDM03,OUT013,2168.917123265546
FDS31,OUT017,2955.2106874559277
FDJ20,OUT017,1600.9726377314294
FDV44,OUT027,5091.166904451354
FDG02,OUT049,3064.7700392983247
FDA09,OUT013,3350.242323198241
FDT04,OUT013,624.6830242965501
FDL58,OUT019,507.947280666444
FDE52,OUT045,1289.7799848458021
FDW12,OUT035,2442.2562461824177
FDL51,OUT017,2853.2352546227335
NCY42,OUT027,3125.5897277658187
FDR07,OUT017,1192.8095515512307
FDN40,OUT045,2311.62549359374
FDB35,OUT027,2244.275621188023
FDA22,OUT017,2976.802583812392
